scraped_at,quota,issued,available,ttd_reporting_datetime_raw,ttd_reporting_date,ttd_reporting_weekday,ttd_reporting_time
2026-07-23T06:42:13+05:30,200,0,200,Reporting Date & Time :23-07-2026(THURSDAY) :: 04:00 PM,23-07-2026,THURSDAY,04:00 PM
2026-07-23T06:42:46+05:30,200,0,200,Reporting Date & Time :23-07-2026(THURSDAY) :: 04:00 PM,23-07-2026,THURSDAY,04:00 PM
2026-07-23T06:44:48+05:30,200,0,200,Reporting Date & Time :23-07-2026(THURSDAY) :: 04:00 PM,23-07-2026,THURSDAY,04:00 PM
2026-07-23T06:46:49+05:30,200,0,200,Reporting Date & Time :23-07-2026(THURSDAY) :: 04:00 PM,23-07-2026,THURSDAY,04:00 PM
2026-07-23T06:48:50+05:30,200,0,200,Reporting Date & Time :23-07-2026(THURSDAY) :: 04:00 PM,23-07-2026,THURSDAY,04:00 PM
2026-07-23T06:50:52+05:30,200,0,200,Reporting Date & Time :23-07-2026(THURSDAY) :: 04:00 PM,23-07-2026,THURSDAY,04:00 PM
2026-07-23T06:52:53+05:30,200,0,200,Reporting Date & Time :23-07-2026(THURSDAY) :: 04:00 PM,23-07-2026,THURSDAY,04:00 PM
2026-07-23T06:54:55+05:30,200,0,200,Reporting Date & Time :23-07-2026(THURSDAY) :: 04:00 PM,23-07-2026,THURSDAY,04:00 PM
2026-07-23T06:56:56+05:30,200,0,200,Reporting Date & Time :23-07-2026(THURSDAY) :: 04:00 PM,23-07-2026,THURSDAY,04:00 PM
2026-07-23T06:58:58+05:30,200,0,200,Reporting Date & Time :23-07-2026(THURSDAY) :: 04:00 PM,23-07-2026,THURSDAY,04:00 PM
2026-07-23T07:00:59+05:30,200,0,200,Reporting Date & Time :23-07-2026(THURSDAY) :: 04:00 PM,23-07-2026,THURSDAY,04:00 PM
2026-07-23T07:03:00+05:30,200,0,200,Reporting Date & Time :23-07-2026(THURSDAY) :: 04:00 PM,23-07-2026,THURSDAY,04:00 PM
2026-07-23T07:05:02+05:30,200,0,200,Reporting Date & Time :23-07-2026(THURSDAY) :: 04:00 PM,23-07-2026,THURSDAY,04:00 PM
2026-07-23T07:07:03+05:30,200,0,200,Reporting Date & Time :23-07-2026(THURSDAY) :: 04:00 PM,23-07-2026,THURSDAY,04:00 PM
2026-07-23T07:09:04+05:30,200,0,200,Reporting Date & Time :23-07-2026(THURSDAY) :: 04:00 PM,23-07-2026,THURSDAY,04:00 PM
2026-07-23T07:11:06+05:30,200,0,200,Reporting Date & Time :23-07-2026(THURSDAY) :: 04:00 PM,23-07-2026,THURSDAY,04:00 PM
2026-07-23T07:13:07+05:30,200,0,200,Reporting Date & Time :23-07-2026(THURSDAY) :: 04:00 PM,23-07-2026,THURSDAY,04:00 PM
2026-07-23T07:15:09+05:30,200,0,200,Reporting Date & Time :23-07-2026(THURSDAY) :: 04:00 PM,23-07-2026,THURSDAY,04:00 PM
2026-07-23T07:17:10+05:30,200,0,200,Reporting Date & Time :23-07-2026(THURSDAY) :: 04:00 PM,23-07-2026,THURSDAY,04:00 PM
2026-07-23T07:19:11+05:30,200,0,200,Reporting Date & Time :23-07-2026(THURSDAY) :: 04:00 PM,23-07-2026,THURSDAY,04:00 PM
2026-07-23T07:21:13+05:30,200,0,200,Reporting Date & Time :23-07-2026(THURSDAY) :: 04:00 PM,23-07-2026,THURSDAY,04:00 PM
2026-07-23T07:23:14+05:30,200,0,200,Reporting Date & Time :23-07-2026(THURSDAY) :: 04:00 PM,23-07-2026,THURSDAY,04:00 PM
2026-07-23T07:25:15+05:30,200,0,200,Reporting Date & Time :23-07-2026(THURSDAY) :: 04:00 PM,23-07-2026,THURSDAY,04:00 PM
2026-07-23T07:27:17+05:30,200,4,196,Reporting Date & Time :23-07-2026(THURSDAY) :: 04:00 PM,23-07-2026,THURSDAY,04:00 PM
2026-07-23T07:29:19+05:30,200,12,188,Reporting Date & Time :23-07-2026(THURSDAY) :: 04:00 PM,23-07-2026,THURSDAY,04:00 PM
2026-07-23T07:31:20+05:30,200,14,186,Reporting Date & Time :23-07-2026(THURSDAY) :: 04:00 PM,23-07-2026,THURSDAY,04:00 PM
2026-07-23T07:33:22+05:30,200,14,186,Reporting Date & Time :23-07-2026(THURSDAY) :: 04:00 PM,23-07-2026,THURSDAY,04:00 PM
2026-07-23T07:35:23+05:30,200,18,182,Reporting Date & Time :23-07-2026(THURSDAY) :: 04:00 PM,23-07-2026,THURSDAY,04:00 PM
2026-07-23T07:37:24+05:30,200,27,173,Reporting Date & Time :23-07-2026(THURSDAY) :: 04:00 PM,23-07-2026,THURSDAY,04:00 PM
2026-07-23T07:39:25+05:30,200,33,167,Reporting Date & Time :23-07-2026(THURSDAY) :: 04:00 PM,23-07-2026,THURSDAY,04:00 PM
2026-07-23T07:41:27+05:30,200,35,165,Reporting Date & Time :23-07-2026(THURSDAY) :: 04:00 PM,23-07-2026,THURSDAY,04:00 PM
2026-07-23T07:43:28+05:30,200,42,158,Reporting Date & Time :23-07-2026(THURSDAY) :: 04:00 PM,23-07-2026,THURSDAY,04:00 PM
2026-07-23T07:45:29+05:30,200,46,154,Reporting Date & Time :23-07-2026(THURSDAY) :: 04:00 PM,23-07-2026,THURSDAY,04:00 PM
2026-07-23T07:47:31+05:30,200,50,150,Reporting Date & Time :23-07-2026(THURSDAY) :: 04:00 PM,23-07-2026,THURSDAY,04:00 PM
2026-07-23T07:49:32+05:30,200,59,141,Reporting Date & Time :23-07-2026(THURSDAY) :: 04:00 PM,23-07-2026,THURSDAY,04:00 PM
2026-07-23T07:51:34+05:30,200,62,138,Reporting Date & Time :23-07-2026(THURSDAY) :: 04:00 PM,23-07-2026,THURSDAY,04:00 PM
2026-07-23T07:53:35+05:30,200,68,132,Reporting Date & Time :23-07-2026(THURSDAY) :: 04:00 PM,23-07-2026,THURSDAY,04:00 PM
2026-07-23T07:55:36+05:30,200,72,128,Reporting Date & Time :23-07-2026(THURSDAY) :: 04:00 PM,23-07-2026,THURSDAY,04:00 PM
2026-07-23T07:57:38+05:30,200,79,121,Reporting Date & Time :23-07-2026(THURSDAY) :: 04:00 PM,23-07-2026,THURSDAY,04:00 PM
2026-07-23T07:59:39+05:30,200,84,116,Reporting Date & Time :23-07-2026(THURSDAY) :: 04:00 PM,23-07-2026,THURSDAY,04:00 PM
2026-07-23T08:01:40+05:30,200,86,114,Reporting Date & Time :23-07-2026(THURSDAY) :: 04:00 PM,23-07-2026,THURSDAY,04:00 PM
2026-07-23T08:03:42+05:30,200,98,102,Reporting Date & Time :23-07-2026(THURSDAY) :: 04:00 PM,23-07-2026,THURSDAY,04:00 PM
2026-07-23T08:05:43+05:30,200,99,101,Reporting Date & Time :23-07-2026(THURSDAY) :: 04:00 PM,23-07-2026,THURSDAY,04:00 PM
2026-07-23T08:07:45+05:30,200,104,96,Reporting Date & Time :23-07-2026(THURSDAY) :: 04:00 PM,23-07-2026,THURSDAY,04:00 PM
2026-07-23T08:09:46+05:30,200,107,93,Reporting Date & Time :23-07-2026(THURSDAY) :: 04:00 PM,23-07-2026,THURSDAY,04:00 PM
2026-07-23T08:11:48+05:30,200,108,92,Reporting Date & Time :23-07-2026(THURSDAY) :: 04:00 PM,23-07-2026,THURSDAY,04:00 PM
2026-07-23T08:13:49+05:30,200,111,89,Reporting Date & Time :23-07-2026(THURSDAY) :: 04:00 PM,23-07-2026,THURSDAY,04:00 PM
2026-07-23T08:15:51+05:30,200,111,89,Reporting Date & Time :23-07-2026(THURSDAY) :: 04:00 PM,23-07-2026,THURSDAY,04:00 PM
2026-07-23T08:17:52+05:30,200,114,86,Reporting Date & Time :23-07-2026(THURSDAY) :: 04:00 PM,23-07-2026,THURSDAY,04:00 PM
2026-07-23T08:19:54+05:30,200,122,78,Reporting Date & Time :23-07-2026(THURSDAY) :: 04:00 PM,23-07-2026,THURSDAY,04:00 PM
2026-07-23T08:21:56+05:30,200,126,74,Reporting Date & Time :23-07-2026(THURSDAY) :: 04:00 PM,23-07-2026,THURSDAY,04:00 PM
2026-07-23T08:23:57+05:30,200,129,71,Reporting Date & Time :23-07-2026(THURSDAY) :: 04:00 PM,23-07-2026,THURSDAY,04:00 PM
2026-07-23T08:25:58+05:30,200,133,67,Reporting Date & Time :23-07-2026(THURSDAY) :: 04:00 PM,23-07-2026,THURSDAY,04:00 PM
2026-07-23T08:28:00+05:30,200,142,58,Reporting Date & Time :23-07-2026(THURSDAY) :: 04:00 PM,23-07-2026,THURSDAY,04:00 PM
2026-07-23T08:30:02+05:30,200,147,53,Reporting Date & Time :23-07-2026(THURSDAY) :: 04:00 PM,23-07-2026,THURSDAY,04:00 PM
2026-07-23T08:32:03+05:30,200,147,53,Reporting Date & Time :23-07-2026(THURSDAY) :: 04:00 PM,23-07-2026,THURSDAY,04:00 PM
2026-07-23T08:34:04+05:30,200,151,49,Reporting Date & Time :23-07-2026(THURSDAY) :: 04:00 PM,23-07-2026,THURSDAY,04:00 PM
2026-07-23T08:36:06+05:30,200,152,48,Reporting Date & Time :23-07-2026(THURSDAY) :: 04:00 PM,23-07-2026,THURSDAY,04:00 PM
2026-07-23T08:38:07+05:30,200,152,48,Reporting Date & Time :23-07-2026(THURSDAY) :: 04:00 PM,23-07-2026,THURSDAY,04:00 PM
2026-07-23T08:40:09+05:30,200,152,48,Reporting Date & Time :23-07-2026(THURSDAY) :: 04:00 PM,23-07-2026,THURSDAY,04:00 PM
2026-07-23T08:42:10+05:30,200,152,48,Reporting Date & Time :23-07-2026(THURSDAY) :: 04:00 PM,23-07-2026,THURSDAY,04:00 PM
2026-07-23T08:44:40+05:30,200,152,48,Reporting Date & Time :23-07-2026(THURSDAY) :: 04:00 PM,23-07-2026,THURSDAY,04:00 PM
2026-07-23T08:55:41+05:30,200,152,48,Reporting Date & Time :23-07-2026(THURSDAY) :: 04:00 PM,23-07-2026,THURSDAY,04:00 PM
2026-07-23T09:45:39+05:30,200,152,48,Reporting Date & Time :23-07-2026(THURSDAY) :: 04:00 PM,23-07-2026,THURSDAY,04:00 PM
2026-07-23T09:47:40+05:30,200,152,48,Reporting Date & Time :23-07-2026(THURSDAY) :: 04:00 PM,23-07-2026,THURSDAY,04:00 PM
2026-07-23T09:49:42+05:30,200,152,48,Reporting Date & Time :23-07-2026(THURSDAY) :: 04:00 PM,23-07-2026,THURSDAY,04:00 PM
2026-07-23T09:51:44+05:30,200,152,48,Reporting Date & Time :23-07-2026(THURSDAY) :: 04:00 PM,23-07-2026,THURSDAY,04:00 PM
2026-07-23T09:53:45+05:30,200,152,48,Reporting Date & Time :23-07-2026(THURSDAY) :: 04:00 PM,23-07-2026,THURSDAY,04:00 PM
2026-07-23T09:55:46+05:30,200,152,48,Reporting Date & Time :23-07-2026(THURSDAY) :: 04:00 PM,23-07-2026,THURSDAY,04:00 PM
2026-07-23T09:57:48+05:30,200,152,48,Reporting Date & Time :23-07-2026(THURSDAY) :: 04:00 PM,23-07-2026,THURSDAY,04:00 PM
2026-07-23T09:59:49+05:30,200,152,48,Reporting Date & Time :23-07-2026(THURSDAY) :: 04:00 PM,23-07-2026,THURSDAY,04:00 PM
2026-07-23T10:01:50+05:30,200,152,48,Reporting Date & Time :23-07-2026(THURSDAY) :: 04:00 PM,23-07-2026,THURSDAY,04:00 PM
2026-07-23T10:03:51+05:30,200,152,48,Reporting Date & Time :23-07-2026(THURSDAY) :: 04:00 PM,23-07-2026,THURSDAY,04:00 PM
2026-07-23T10:05:53+05:30,200,154,46,Reporting Date & Time :23-07-2026(THURSDAY) :: 04:00 PM,23-07-2026,THURSDAY,04:00 PM
2026-07-23T10:07:54+05:30,200,156,44,Reporting Date & Time :23-07-2026(THURSDAY) :: 04:00 PM,23-07-2026,THURSDAY,04:00 PM
2026-07-23T10:41:26+05:30,200,200,0,Reporting Date & Time :23-07-2026(THURSDAY) :: 04:00 PM,23-07-2026,THURSDAY,04:00 PM
